grasspea,faba,medicago,pea
LATSA3860_EIv1.0_0485310,Vfaba.Hedin2.R1.Ung082200,MtrunA17_Chr2g0323411,Psat5g266720
LATSA3860_EIv1.0_0487280,Vfaba.Hedin2.R1.2g060520,MtrunA17_Chr3g0105781,Psat5g157440
LATSA3860_EIv1.0_0487300,Vfaba.Hedin2.R1.2g060480,MtrunA17_Chr3g0105811,Psat5g157400
LATSA3860_EIv1.0_0487310,Vfaba.Hedin2.R1.2g060440,MtrunA17_Chr3g0105841,Psat5g157360
LATSA3860_EIv1.0_0487360,Vfaba.Hedin2.R1.5g167360,MtrunA17_Chr3g0105861,Psat5g157240
LATSA3860_EIv1.0_0487780,Vfaba.Hedin2.R1.1g194840,MtrunA17_Chr5g0411951,Psat2g102080
LATSA3860_EIv1.0_0488880,Vfaba.Hedin2.R1.5g035920,MtrunA17_Chr7g0234191,Psat3g152000
LATSA3860_EIv1.0_0488920,Vfaba.Hedin2.R1.5g038560,MtrunA17_Chr7g0235161,Psat3g149640
LATSA3860_EIv1.0_0490070,Vfaba.Hedin2.R1.2g093080,MtrunA17_Chr3g0117931,Psat5g110960
LATSA3860_EIv1.0_0490090,Vfaba.Hedin2.R1.2g093000,MtrunA17_Chr3g0117921,Psat5g113400
LATSA3860_EIv1.0_0490150,Vfaba.Hedin2.R1.2g092760,MtrunA17_Chr3g0117881,Psat5g113480
LATSA3860_EIv1.0_0490490,Vfaba.Hedin2.R1.5g125400,MtrunA17_Chr7g0261391,Psat3g056800
LATSA3860_EIv1.0_0490560,Vfaba.Hedin2.R1.5g125520,MtrunA17_Chr7g0261411,Psat0s1642g0040
LATSA3860_EIv1.0_0490870,Vfaba.Hedin2.R1.1g384720,MtrunA17_Chr5g0398101,Psat2g181520
LATSA3860_EIv1.0_0490880,Vfaba.Hedin2.R1.1g384680,MtrunA17_Chr5g0398111,Psat2g181400
LATSA3860_EIv1.0_0490970,Vfaba.Hedin2.R1.1g384440,MtrunA17_Chr5g0398181,Psat2g181200
LATSA3860_EIv1.0_0491400,Vfaba.Hedin2.R1.6g120480,MtrunA17_Chr4g0045251,Psat7g121800
LATSA3860_EIv1.0_0491430,Vfaba.Hedin2.R1.6g120520,MtrunA17_Chr4g0045241,Psat7g121840
LATSA3860_EIv1.0_0491450,Vfaba.Hedin2.R1.6g120600,MtrunA17_Chr4g0045221,Psat7g122000
LATSA3860_EIv1.0_0491950,Vfaba.Hedin2.R1.4g034480,MtrunA17_Chr8g0351101,Psat4g196400
LATSA3860_EIv1.0_0491980,Vfaba.Hedin2.R1.4g034280,MtrunA17_Chr8g0351071,Psat4g150640
LATSA3860_EIv1.0_0494720,Vfaba.Hedin2.R1.2g091240,MtrunA17_Chr3g0117381,Psat0s2176g0120
LATSA3860_EIv1.0_0494730,Vfaba.Hedin2.R1.2g091280,MtrunA17_Chr3g0117391,Psat0s2176g0160
LATSA3860_EIv1.0_0495260,Vfaba.Hedin2.R1.6g045600,MtrunA17_Chr4g0037531,Psat7g174440
LATSA3860_EIv1.0_0497000,Vfaba.Hedin2.R1.1g295480,MtrunA17_Chr2g0304261,Psat1g021000
LATSA3860_EIv1.0_0498600,Vfaba.Hedin2.R1.2g075320,MtrunA17_Chr3g0112951,Psat5g127920
LATSA3860_EIv1.0_0498620,Vfaba.Hedin2.R1.2g075360,MtrunA17_Chr3g0112971,Psat5g127640
LATSA3860_EIv1.0_0498660,Vfaba.Hedin2.R1.2g075480,MtrunA17_Chr3g0113051,Psat5g127480
LATSA3860_EIv1.0_0498670,Vfaba.Hedin2.R1.2g075520,MtrunA17_Chr3g0113071,Psat5g127440
LATSA3860_EIv1.0_0498690,Vfaba.Hedin2.R1.2g075600,MtrunA17_Chr3g0113081,Psat5g127400
LATSA3860_EIv1.0_0498700,Vfaba.Hedin2.R1.2g075640,MtrunA17_Chr3g0113091,Psat5g127360
LATSA3860_EIv1.0_0498720,Vfaba.Hedin2.R1.2g075680,MtrunA17_Chr3g0113101,Psat5g127280
LATSA3860_EIv1.0_0498730,Vfaba.Hedin2.R1.2g075720,MtrunA17_Chr3g0113131,Psat5g127240
LATSA3860_EIv1.0_0499330,Vfaba.Hedin2.R1.1g485240,MtrunA17_Chr2g0279581,Psat1g215360
LATSA3860_EIv1.0_0499400,Vfaba.Hedin2.R1.Ung108560,MtrunA17_Chr2g0279401,Psat1g215720
LATSA3860_EIv1.0_0499410,Vfaba.Hedin2.R1.Ung108520,MtrunA17_Chr2g0279391,Psat1g215760
LATSA3860_EIv1.0_0499420,Vfaba.Hedin2.R1.1g485680,MtrunA17_Chr2g0279361,Psat1g215840
LATSA3860_EIv1.0_0499490,Vfaba.Hedin2.R1.1g485960,MtrunA17_Chr2g0279291,Psat1g216280
LATSA3860_EIv1.0_0499500,Vfaba.Hedin2.R1.1g486000,MtrunA17_Chr2g0279271,Psat1g216240
LATSA3860_EIv1.0_0499510,Vfaba.Hedin2.R1.1g486040,MtrunA17_Chr2g0279261,Psat1g216200
LATSA3860_EIv1.0_0499530,Vfaba.Hedin2.R1.1g486080,MtrunA17_Chr2g0279251,Psat1g216120
LATSA3860_EIv1.0_0499540,Vfaba.Hedin2.R1.1g486120,MtrunA17_Chr2g0279241,Psat1g216080
LATSA3860_EIv1.0_0500010,Vfaba.Hedin2.R1.1g163320,MtrunA17_Chr6g0484301,Psat1g034680
LATSA3860_EIv1.0_0500040,Vfaba.Hedin2.R1.1g163560,MtrunA17_Chr6g0484271,Psat1g037200
LATSA3860_EIv1.0_0500100,Vfaba.Hedin2.R1.1g163640,MtrunA17_Chr6g0484231,Psat1g037000
LATSA3860_EIv1.0_0500630,Vfaba.Hedin2.R1.5g134640,MtrunA17_Chr7g0263551,Psat3g045960
LATSA3860_EIv1.0_0500680,Vfaba.Hedin2.R1.5g134680,MtrunA17_Chr7g0263561,Psat3g045920
LATSA3860_EIv1.0_0500700,Vfaba.Hedin2.R1.5g134760,MtrunA17_Chr7g0263581,Psat3g046960
LATSA3860_EIv1.0_0501000,Vfaba.Hedin2.R1.4g146480,MtrunA17_Chr4g0057221,Psat4g067560
LATSA3860_EIv1.0_0501010,Vfaba.Hedin2.R1.4g146360,MtrunA17_Chr4g0057211,Psat4g066320
LATSA3860_EIv1.0_0501040,Vfaba.Hedin2.R1.4g146200,MtrunA17_Chr4g0057161,Psat4g066400
LATSA3860_EIv1.0_0501060,Vfaba.Hedin2.R1.4g146160,MtrunA17_Chr4g0057151,Psat4g066480
LATSA3860_EIv1.0_0501600,Vfaba.Hedin2.R1.4g015960,MtrunA17_Chr8g0359811,Psat7g032000
LATSA3860_EIv1.0_0501920,Vfaba.Hedin2.R1.4g237560,MtrunA17_Chr4g0019751,Psat0s3467g0080
LATSA3860_EIv1.0_0502320,Vfaba.Hedin2.R1.4g098840,MtrunA17_Chr8g0368801,Psat4g113600
LATSA3860_EIv1.0_0504960,Vfaba.Hedin2.R1.6g196040,MtrunA17_Chr8g0392321,Psat7g003800
LATSA3860_EIv1.0_0505000,Vfaba.Hedin2.R1.6g196200,MtrunA17_Chr8g0392341,Psat7g005520
LATSA3860_EIv1.0_0505160,Vfaba.Hedin2.R1.6g196920,MtrunA17_Chr8g0392571,Psat7g005680
LATSA3860_EIv1.0_0506960,Vfaba.Hedin2.R1.2g169640,MtrunA17_Chr3g0134641,Psat5g038160
LATSA3860_EIv1.0_0507460,Vfaba.Hedin2.R1.2g038800,MtrunA17_Chr3g0097091,Psat5g197440
LATSA3860_EIv1.0_0507480,Vfaba.Hedin2.R1.2g160360,MtrunA17_Chr3g0132791,Psat5g049400
LATSA3860_EIv1.0_0509260,Vfaba.Hedin2.R1.1g361280,MtrunA17_Chr5g0403831,Psat2g160800
LATSA3860_EIv1.0_0509270,Vfaba.Hedin2.R1.1g361240,MtrunA17_Chr5g0403841,Psat2g160880
LATSA3860_EIv1.0_0509300,Vfaba.Hedin2.R1.1g361120,MtrunA17_Chr5g0403851,Psat2g160760
LATSA3860_EIv1.0_0509320,Vfaba.Hedin2.R1.1g360800,MtrunA17_Chr5g0403861,Psat2g160720
LATSA3860_EIv1.0_0509380,Vfaba.Hedin2.R1.1g361000,MtrunA17_Chr5g0403901,Psat2g160560
LATSA3860_EIv1.0_0509390,Vfaba.Hedin2.R1.1g361040,MtrunA17_Chr5g0403911,Psat2g160520
LATSA3860_EIv1.0_0509460,Vfaba.Hedin2.R1.1g360440,MtrunA17_Chr5g0403931,Psat2g160280
LATSA3860_EIv1.0_0509970,Vfaba.Hedin2.R1.1g364960,MtrunA17_Chr5g0402921,Psat2g164200
LATSA3860_EIv1.0_0509980,Vfaba.Hedin2.R1.1g364840,MtrunA17_Chr5g0402941,Psat2g164160
LATSA3860_EIv1.0_0510020,Vfaba.Hedin2.R1.1g364720,MtrunA17_Chr5g0402991,Psat2g164040
LATSA3860_EIv1.0_0510030,Vfaba.Hedin2.R1.1g364640,MtrunA17_Chr5g0403011,Psat2g163960
LATSA3860_EIv1.0_0510080,Vfaba.Hedin2.R1.1g364480,MtrunA17_Chr5g0403061,Psat2g163800
LATSA3860_EIv1.0_0510750,Vfaba.Hedin2.R1.1g299360,MtrunA17_Chr2g0302421,Psat1g017360
LATSA3860_EIv1.0_0511610,Vfaba.Hedin2.R1.1g030200,MtrunA17_Chr2g0329011,Psat5g287680
LATSA3860_EIv1.0_0512070,Vfaba.Hedin2.R1.3g021360,MtrunA17_Chr1g0171451,Psat6g094120
LATSA3860_EIv1.0_0512870,Vfaba.Hedin2.R1.1g148640,MtrunA17_Chr6g0449031,Psat1g052840
LATSA3860_EIv1.0_0512880,Vfaba.Hedin2.R1.1g148680,MtrunA17_Chr6g0449001,Psat1g053360
LATSA3860_EIv1.0_0512890,Vfaba.Hedin2.R1.1g148720,MtrunA17_Chr6g0448981,Psat1g053280
LATSA3860_EIv1.0_0512980,Vfaba.Hedin2.R1.1g148880,MtrunA17_Chr6g0448921,Psat1g053080
LATSA3860_EIv1.0_0513000,Vfaba.Hedin2.R1.1g148960,MtrunA17_Chr6g0448911,Psat1g053160
LATSA3860_EIv1.0_0513030,Vfaba.Hedin2.R1.Ung020720,MtrunA17_Chr6g0448891,Psat1g052360
LATSA3860_EIv1.0_0513420,Vfaba.Hedin2.R1.3g074560,MtrunA17_Chr1g0188581,Psat6g109800
LATSA3860_EIv1.0_0513770,Vfaba.Hedin2.R1.1g162960,MtrunA17_Chr6g0484411,Psat1g037280
LATSA3860_EIv1.0_0513780,Vfaba.Hedin2.R1.1g162920,MtrunA17_Chr6g0484431,Psat1g037320
LATSA3860_EIv1.0_0515900,Vfaba.Hedin2.R1.6g000200,MtrunA17_Chr4g0027051,Psat7g189920
LATSA3860_EIv1.0_0516260,Vfaba.Hedin2.R1.4g190440,MtrunA17_Chr4g0066971,Psat4g027800
LATSA3860_EIv1.0_0516270,Vfaba.Hedin2.R1.4g190280,MtrunA17_Chr4g0066951,Psat4g027720
LATSA3860_EIv1.0_0517180,Vfaba.Hedin2.R1.5g034960,MtrunA17_Chr7g0233761,Psat3g152760
LATSA3860_EIv1.0_0517210,Vfaba.Hedin2.R1.5g034840,MtrunA17_Chr7g0233601,Psat3g152720
LATSA3860_EIv1.0_0517220,Vfaba.Hedin2.R1.5g034880,MtrunA17_Chr7g0233641,Psat3g152680
LATSA3860_EIv1.0_0518160,Vfaba.Hedin2.R1.4g060200,MtrunA17_Chr8g0343851,Psat4g182360
LATSA3860_EIv1.0_0518490,Vfaba.Hedin2.R1.4g183440,MtrunA17_Chr4g0065211,Psat4g033080
LATSA3860_EIv1.0_0518520,Vfaba.Hedin2.R1.4g183480,MtrunA17_Chr4g0065241,Psat4g033160
LATSA3860_EIv1.0_0519330,Vfaba.Hedin2.R1.4g210520,MtrunA17_Chr4g0071051,Psat4g015960
LATSA3860_EIv1.0_0519350,Vfaba.Hedin2.R1.4g210560,MtrunA17_Chr4g0071091,Psat4g015920
LATSA3860_EIv1.0_0520780,Vfaba.Hedin2.R1.1g044840,MtrunA17_Chr2g0325521,Psat5g275240
LATSA3860_EIv1.0_0520790,Vfaba.Hedin2.R1.1g044880,MtrunA17_Chr2g0325501,Psat5g275280
LATSA3860_EIv1.0_0521350,Vfaba.Hedin2.R1.1g467040,MtrunA17_Chr2g0284111,Psat1g196160
LATSA3860_EIv1.0_0521960,Vfaba.Hedin2.R1.1g371000,MtrunA17_Chr5g0401601,Psat2g169520
LATSA3860_EIv1.0_0522490,Vfaba.Hedin2.R1.3g210360,MtrunA17_Chr1g0150791,Psat6g023840
LATSA3860_EIv1.0_0522580,Vfaba.Hedin2.R1.3g211160,MtrunA17_Chr1g0150851,Psat6g022400
LATSA3860_EIv1.0_0522600,Vfaba.Hedin2.R1.3g211280,MtrunA17_Chr1g0150921,Psat6g022600
LATSA3860_EIv1.0_0522610,Vfaba.Hedin2.R1.3g211400,MtrunA17_Chr1g0150941,Psat6g022720
LATSA3860_EIv1.0_0523420,Vfaba.Hedin2.R1.6g015840,MtrunA17_Chr4g0024541,Psat7g157320
LATSA3860_EIv1.0_0524060,Vfaba.Hedin2.R1.1g404200,MtrunA17_Chr2g0302021,Psat1g139160
LATSA3860_EIv1.0_0524170,Vfaba.Hedin2.R1.1g403480,MtrunA17_Chr2g0309391,Psat1g130960
LATSA3860_EIv1.0_0524800,Vfaba.Hedin2.R1.4g064920,MtrunA17_Chr8g0341941,Psat4g189600
LATSA3860_EIv1.0_0524850,Vfaba.Hedin2.R1.4g064400,MtrunA17_Chr8g0342021,Psat4g199680
LATSA3860_EIv1.0_0524860,Vfaba.Hedin2.R1.4g064360,MtrunA17_Chr8g0342031,Psat4g199600
LATSA3860_EIv1.0_0524890,Vfaba.Hedin2.R1.4g064280,MtrunA17_Chr8g0342051,Psat4g220600
LATSA3860_EIv1.0_0524920,Vfaba.Hedin2.R1.Ung058960,MtrunA17_Chr8g0342061,Psat4g189040
LATSA3860_EIv1.0_0525390,Vfaba.Hedin2.R1.4g145800,MtrunA17_Chr4g0057051,Psat4g068400
LATSA3860_EIv1.0_0525420,Vfaba.Hedin2.R1.4g145480,MtrunA17_Chr4g0057031,Psat0s302g0200
LATSA3860_EIv1.0_0525440,Vfaba.Hedin2.R1.4g145280,MtrunA17_Chr4g0057021,Psat0s302g0320
LATSA3860_EIv1.0_0526340,Vfaba.Hedin2.R1.2g247560,MtrunA17_Chr4g0008811,Psat7g240440
LATSA3860_EIv1.0_0526350,Vfaba.Hedin2.R1.Ung028760,MtrunA17_Chr4g0008801,Psat7g240560
LATSA3860_EIv1.0_0526380,Vfaba.Hedin2.R1.2g247640,MtrunA17_Chr4g0008781,Psat7g240760
LATSA3860_EIv1.0_0526390,Vfaba.Hedin2.R1.2g247680,MtrunA17_Chr4g0008771,Psat7g240800
LATSA3860_EIv1.0_0528100,Vfaba.Hedin2.R1.1g422600,MtrunA17_Chr2g0296521,Psat1g151680
LATSA3860_EIv1.0_0528670,Vfaba.Hedin2.R1.6g030680,MtrunA17_Chr4g0077131,Psat4g001200
LATSA3860_EIv1.0_0528680,Vfaba.Hedin2.R1.6g030640,MtrunA17_Chr4g0077121,Psat4g001240
LATSA3860_EIv1.0_0528690,Vfaba.Hedin2.R1.6g030560,MtrunA17_Chr4g0077111,Psat4g001320
LATSA3860_EIv1.0_0528710,Vfaba.Hedin2.R1.6g030480,MtrunA17_Chr4g0046121,Psat4g001400
LATSA3860_EIv1.0_0529550,Vfaba.Hedin2.R1.4g161680,MtrunA17_Chr4g0060181,Psat4g053560
LATSA3860_EIv1.0_0529590,Vfaba.Hedin2.R1.4g161400,MtrunA17_Chr4g0060031,Psat4g052920
LATSA3860_EIv1.0_0529610,Vfaba.Hedin2.R1.Ung032360,MtrunA17_Chr4g0060011,Psat4g051680
LATSA3860_EIv1.0_0531600,Vfaba.Hedin2.R1.1g431280,MtrunA17_Chr2g0294601,Psat1g161880
LATSA3860_EIv1.0_0531680,Vfaba.Hedin2.R1.1g431080,MtrunA17_Chr2g0294671,Psat1g161720
LATSA3860_EIv1.0_0531690,Vfaba.Hedin2.R1.1g431040,MtrunA17_Chr2g0294681,Psat1g161760
LATSA3860_EIv1.0_0531720,Vfaba.Hedin2.R1.Ung121440,MtrunA17_Chr2g0294711,Psat1g160720
LATSA3860_EIv1.0_0532000,Vfaba.Hedin2.R1.4g235640,MtrunA17_Chr3g0145441,Psat5g003400
LATSA3860_EIv1.0_0532010,Vfaba.Hedin2.R1.4g235600,MtrunA17_Chr3g0145431,Psat5g003440
LATSA3860_EIv1.0_0532590,Vfaba.Hedin2.R1.1g203520,MtrunA17_Chr5g0422641,Psat2g091800
LATSA3860_EIv1.0_0533910,Vfaba.Hedin2.R1.1g003400,MtrunA17_Chr7g0214781,Psat3g206760
LATSA3860_EIv1.0_0533930,Vfaba.Hedin2.R1.1g003440,MtrunA17_Chr7g0214791,Psat3g206640
LATSA3860_EIv1.0_0533940,Vfaba.Hedin2.R1.1g003480,MtrunA17_Chr7g0214801,Psat3g206560
LATSA3860_EIv1.0_0533960,Vfaba.Hedin2.R1.Ung115440,MtrunA17_Chr7g0214831,Psat3g206480
LATSA3860_EIv1.0_0534080,Vfaba.Hedin2.R1.1g003760,MtrunA17_Chr7g0214961,Psat3g206200
LATSA3860_EIv1.0_0534100,Vfaba.Hedin2.R1.1g003800,MtrunA17_Chr7g0214981,Psat3g205600
LATSA3860_EIv1.0_0534130,Vfaba.Hedin2.R1.1g003880,MtrunA17_Chr7g0215181,Psat0s713g0040
LATSA3860_EIv1.0_0534580,Vfaba.Hedin2.R1.6g003400,MtrunA17_Chr4g0020551,Psat7g202160
LATSA3860_EIv1.0_0535240,Vfaba.Hedin2.R1.1g025440,MtrunA17_Chr7g0222591,Psat3g186760
LATSA3860_EIv1.0_0535500,Vfaba.Hedin2.R1.6g039680,MtrunA17_Chr4g0034131,Psat7g207080
LATSA3860_EIv1.0_0536070,Vfaba.Hedin2.R1.1g002720,MtrunA17_Chr7g0214711,Psat3g207160
LATSA3860_EIv1.0_0536080,Vfaba.Hedin2.R1.1g002680,MtrunA17_Chr7g0214681,Psat3g207240
LATSA3860_EIv1.0_0536110,Vfaba.Hedin2.R1.Ung030240,MtrunA17_Chr7g0214651,Psat3g207360
LATSA3860_EIv1.0_0536120,Vfaba.Hedin2.R1.Ung082320,MtrunA17_Chr7g0214571,Psat3g207400
LATSA3860_EIv1.0_0536130,Vfaba.Hedin2.R1.Ung082360,MtrunA17_Chr7g0214561,Psat3g207440
LATSA3860_EIv1.0_0536140,Vfaba.Hedin2.R1.1g002320,MtrunA17_Chr7g0214551,Psat3g207760
LATSA3860_EIv1.0_0538060,Vfaba.Hedin2.R1.1g405160,MtrunA17_Chr2g0301711,Psat1g138600
LATSA3860_EIv1.0_0538070,Vfaba.Hedin2.R1.1g405200,MtrunA17_Chr2g0301691,Psat1g138640
LATSA3860_EIv1.0_0539500,Vfaba.Hedin2.R1.1g330400,MtrunA17_Chr5g0419521,Psat2g131080
LATSA3860_EIv1.0_0539880,Vfaba.Hedin2.R1.1g181560,MtrunA17_Chr6g0453601,Psat1g070480
LATSA3860_EIv1.0_0539890,Vfaba.Hedin2.R1.1g181600,MtrunA17_Chr6g0453621,Psat1g070520
LATSA3860_EIv1.0_0539900,Vfaba.Hedin2.R1.1g181640,MtrunA17_Chr6g0453631,Psat1g070440
LATSA3860_EIv1.0_0540200,Vfaba.Hedin2.R1.1g266920,MtrunA17_Chr5g0441921,Psat0s133g0120
LATSA3860_EIv1.0_0540220,Vfaba.Hedin2.R1.1g266760,MtrunA17_Chr5g0441911,Psat0s133g0040
LATSA3860_EIv1.0_0541330,Vfaba.Hedin2.R1.1g458720,MtrunA17_Chr2g0286441,Psat1g187080
LATSA3860_EIv1.0_0541350,Vfaba.Hedin2.R1.1g458680,MtrunA17_Chr8g0384271,Psat1g187040
LATSA3860_EIv1.0_0541490,Vfaba.Hedin2.R1.1g458480,MtrunA17_Chr2g0286511,Psat1g186840
LATSA3860_EIv1.0_0541500,Vfaba.Hedin2.R1.Ung017120,MtrunA17_Chr2g0286541,Psat1g186720
LATSA3860_EIv1.0_0541530,Vfaba.Hedin2.R1.Ung017240,MtrunA17_Chr2g0286611,Psat1g186640
LATSA3860_EIv1.0_0542280,Vfaba.Hedin2.R1.1g395480,MtrunA17_Chr5g0394341,Psat4g226520
LATSA3860_EIv1.0_0542290,Vfaba.Hedin2.R1.1g395440,MtrunA17_Chr5g0394351,Psat4g226600
LATSA3860_EIv1.0_0542340,Vfaba.Hedin2.R1.1g395200,MtrunA17_Chr5g0394431,Psat4g210600
LATSA3860_EIv1.0_0542350,Vfaba.Hedin2.R1.1g395160,MtrunA17_Chr5g0394471,Psat4g210560
LATSA3860_EIv1.0_0542430,Vfaba.Hedin2.R1.2g169560,MtrunA17_Chr3g0134611,Psat5g038240
LATSA3860_EIv1.0_0542440,Vfaba.Hedin2.R1.1g394840,MtrunA17_Chr5g0394541,Psat4g210160
LATSA3860_EIv1.0_0542460,Vfaba.Hedin2.R1.1g394760,MtrunA17_Chr5g0394561,Psat4g209480
LATSA3860_EIv1.0_0542470,Vfaba.Hedin2.R1.1g394720,MtrunA17_Chr5g0394591,Psat4g209560
LATSA3860_EIv1.0_0542520,Vfaba.Hedin2.R1.1g394480,MtrunA17_Chr5g0394641,Psat4g209880
LATSA3860_EIv1.0_0542970,Vfaba.Hedin2.R1.5g162760,MtrunA17_Chr7g0269281,Psat3g021000
LATSA3860_EIv1.0_0543050,Vfaba.Hedin2.R1.Ung009520,MtrunA17_Chr7g0269371,Psat3g022040
LATSA3860_EIv1.0_0543100,Vfaba.Hedin2.R1.5g163360,MtrunA17_Chr7g0269431,Psat3g021640
LATSA3860_EIv1.0_0543110,Vfaba.Hedin2.R1.5g163480,MtrunA17_Chr7g0269441,Psat3g021680
LATSA3860_EIv1.0_0543130,Vfaba.Hedin2.R1.5g163560,MtrunA17_Chr7g0269471,Psat3g022360
LATSA3860_EIv1.0_0543890,Vfaba.Hedin2.R1.3g079240,MtrunA17_Chr1g0190111,Psat6g143200
LATSA3860_EIv1.0_0543920,Vfaba.Hedin2.R1.3g079160,MtrunA17_Chr1g0190081,Psat6g143080
LATSA3860_EIv1.0_0543970,Vfaba.Hedin2.R1.3g078800,MtrunA17_Chr1g0190031,Psat6g142960
LATSA3860_EIv1.0_0544320,Vfaba.Hedin2.R1.5g113120,MtrunA17_Chr7g0258611,Psat0s797g0120
LATSA3860_EIv1.0_0544690,Vfaba.Hedin2.R1.3g014160,MtrunA17_Chr1g0167421,Psat6g104760
LATSA3860_EIv1.0_0544720,Vfaba.Hedin2.R1.3g014200,MtrunA17_Chr1g0167471,Psat6g104800
LATSA3860_EIv1.0_0545000,Vfaba.Hedin2.R1.1g185600,MtrunA17_Chr2g0313191,Psat1g009440
LATSA3860_EIv1.0_0545030,Vfaba.Hedin2.R1.1g185560,MtrunA17_Chr2g0313171,Psat1g009520
LATSA3860_EIv1.0_0545090,Vfaba.Hedin2.R1.1g185440,MtrunA17_Chr2g0313111,Psat1g001040
LATSA3860_EIv1.0_0545480,Vfaba.Hedin2.R1.1g073920,MtrunA17_Chr2g0317901,Psat5g245320
LATSA3860_EIv1.0_0545490,Vfaba.Hedin2.R1.1g073880,MtrunA17_Chr2g0317911,Psat5g245280
LATSA3860_EIv1.0_0545500,Vfaba.Hedin2.R1.1g073840,MtrunA17_Chr2g0317921,Psat5g245240
LATSA3860_EIv1.0_0545510,Vfaba.Hedin2.R1.1g073800,MtrunA17_Chr2g0317931,Psat5g245200
LATSA3860_EIv1.0_0546470,Vfaba.Hedin2.R1.5g180400,MtrunA17_Chr7g0272881,Psat3g010960
LATSA3860_EIv1.0_0546480,Vfaba.Hedin2.R1.5g180440,MtrunA17_Chr7g0272891,Psat3g011000
LATSA3860_EIv1.0_0546590,Vfaba.Hedin2.R1.5g180600,MtrunA17_Chr7g0272931,Psat3g010720
LATSA3860_EIv1.0_0546620,Vfaba.Hedin2.R1.5g180720,MtrunA17_Chr7g0272971,Psat3g010600
LATSA3860_EIv1.0_0547050,Vfaba.Hedin2.R1.4g010160,MtrunA17_Chr8g0359781,Psat4g140040
LATSA3860_EIv1.0_0547510,Vfaba.Hedin2.R1.4g136640,MtrunA17_Chr4g0055491,Psat4g076080
LATSA3860_EIv1.0_0547530,Vfaba.Hedin2.R1.4g136680,MtrunA17_Chr4g0055501,Psat4g076000
LATSA3860_EIv1.0_0548320,Vfaba.Hedin2.R1.3g030320,MtrunA17_Chr1g0174701,Psat6g121080
LATSA3860_EIv1.0_0548590,Vfaba.Hedin2.R1.4g116800,MtrunA17_Chr8g0372711,Psat4g095720
LATSA3860_EIv1.0_0549850,Vfaba.Hedin2.R1.2g236240,MtrunA17_Chr4g0012531,Psat7g236040
LATSA3860_EIv1.0_0550410,Vfaba.Hedin2.R1.3g034160,MtrunA17_Chr1g0176101,Psat6g090680
LATSA3860_EIv1.0_0550450,Vfaba.Hedin2.R1.3g034240,MtrunA17_Chr1g0176111,Psat6g090800
LATSA3860_EIv1.0_0551610,Vfaba.Hedin2.R1.3g104280,MtrunA17_Chr1g0196261,Psat6g168480
LATSA3860_EIv1.0_0551620,Vfaba.Hedin2.R1.3g104160,MtrunA17_Chr1g0196221,Psat6g168520
LATSA3860_EIv1.0_0551630,Vfaba.Hedin2.R1.3g104120,MtrunA17_Chr1g0196201,Psat6g168560
LATSA3860_EIv1.0_0552500,Vfaba.Hedin2.R1.5g129800,MtrunA17_Chr7g0262641,Psat3g050240
LATSA3860_EIv1.0_0553590,Vfaba.Hedin2.R1.2g143880,MtrunA17_Chr3g0129201,Psat5g065400
LATSA3860_EIv1.0_0553660,Vfaba.Hedin2.R1.2g144280,MtrunA17_Chr3g0129301,Psat5g065080
LATSA3860_EIv1.0_0554230,Vfaba.Hedin2.R1.3g129960,MtrunA17_Chr1g0202131,Psat6g194000
LATSA3860_EIv1.0_0554290,Vfaba.Hedin2.R1.3g129880,MtrunA17_Chr1g0202101,Psat6g193880
LATSA3860_EIv1.0_0554910,Vfaba.Hedin2.R1.6g032800,MtrunA17_Chr4g0030561,Psat7g220640
LATSA3860_EIv1.0_0555730,Vfaba.Hedin2.R1.1g230080,MtrunA17_Chr5g0432161,Psat2g054280
LATSA3860_EIv1.0_0555750,Vfaba.Hedin2.R1.1g230160,MtrunA17_Chr5g0432171,Psat2g054400
LATSA3860_EIv1.0_0556080,Vfaba.Hedin2.R1.1g182520,MtrunA17_Chr6g0454011,Psat1g068640
LATSA3860_EIv1.0_0556110,Vfaba.Hedin2.R1.1g182560,MtrunA17_Chr6g0454021,Psat6g146680
LATSA3860_EIv1.0_0557210,Vfaba.Hedin2.R1.1g390600,MtrunA17_Chr5g0396231,Psat2g186640
LATSA3860_EIv1.0_0557240,Vfaba.Hedin2.R1.1g390560,MtrunA17_Chr5g0396251,Psat2g186760
LATSA3860_EIv1.0_0557250,Vfaba.Hedin2.R1.1g390520,MtrunA17_Chr5g0396271,Psat2g186800
LATSA3860_EIv1.0_0557260,Vfaba.Hedin2.R1.1g390480,MtrunA17_Chr5g0396291,Psat0s3069g0040
LATSA3860_EIv1.0_0557300,Vfaba.Hedin2.R1.1g390160,MtrunA17_Chr5g0396361,Psat2g186240
LATSA3860_EIv1.0_0557320,Vfaba.Hedin2.R1.1g390120,MtrunA17_Chr5g0396371,Psat2g186200
LATSA3860_EIv1.0_0557960,Vfaba.Hedin2.R1.6g027280,MtrunA17_Chr4g0028871,Psat7g144840
LATSA3860_EIv1.0_0558420,Vfaba.Hedin2.R1.1g248240,MtrunA17_Chr5g0437101,Psat2g032640
LATSA3860_EIv1.0_0558430,Vfaba.Hedin2.R1.1g248280,MtrunA17_Chr5g0437111,Psat0s1465g0040
